source,target,weight
30127394,29097494,0.25604498386383057
30127394,30127393,0.23189957439899445
30127394,30388455,0.21297353506088257
30127394,29097493,0.2080952674150467
30127394,29309059,0.1842125654220581
30127394,29301960,0.1795368790626526
30127394,30343900,0.1527986377477646
30127394,31171876,0.14595098793506622
30127394,29867227,0.14443199336528778
30127394,29656892,0.13780812919139862
30127394,30742122,0.1087283119559288
30127394,31171879,0.1069311574101448
30127394,30510256,0.10530100017786026
30127394,30374200,0.10095029324293137
30127393,30297909,0.24411801993846893
30127393,29567705,0.20495986938476562
30127393,30388455,0.19905684888362885
30127393,30388456,0.1875677853822708
30127393,30742119,0.16066451370716095
30127393,29097494,0.14204780757427216
30127393,30510250,0.14107994735240936
30127393,29301958,0.13594560325145721
30127393,29097493,0.1297854483127594
30127393,31171876,0.11925914138555527
30127393,30510256,0.11219286173582077
30127393,29867227,0.11002597957849503
30127393,30742122,0.10516460239887238
30127393,29301960,0.10250140726566315
30127393,29656892,0.1015247330069542
30082870,29867230,0.23948784172534943
30082870,31171876,0.1506132185459137
30082870,29686424,0.10108102858066559
30038216,29625054,0.11464781314134598
30013198,29988143,0.29374390840530396
30013198,30510255,0.16464100778102875
30013198,30911134,0.1366712749004364
30013198,29856956,0.11722054332494736
30013198,29505032,0.11225656419992447
30013197,30742122,0.13381770253181458
30013197,29309059,0.13366802036762238
29988143,30510255,0.3009890615940094
29988143,30911134,0.23630648851394653
29988143,29856956,0.18016132712364197
29988143,30146162,0.12369521707296371
29988143,29505032,0.10082174837589264
29967352,29662203,0.4769029915332794
29967352,30531922,0.19543692469596863
29967352,30220459,0.1882183849811554
29967349,30343900,0.1515747755765915
29942094,30082870,0.3033551275730133
29942094,29686424,0.13298147916793823
29942094,29097493,0.10410408675670624
29942094,29625049,0.10254417359828949
29942092,29224780,0.43161866068840027
29942092,30643287,0.1892305314540863
29942092,30038216,0.17637476325035095
29942092,29961579,0.1541471779346466
29942092,29867227,0.15024597942829132
29892070,29988143,0.20774836838245392
29892070,30420752,0.17724739015102386
29892070,29227476,0.1742793768644333
29892070,30510255,0.14671985805034637
29892070,30349086,0.14500562846660614
29892070,30911134,0.14389942586421967
29892070,30224756,0.13104018568992615
29892070,29431743,0.12473272532224655
29892070,30013198,0.11370562016963959
29892069,30190408,0.205806702375412
29892069,29567713,0.13497275114059448
29892069,29656895,0.12298547476530075
29892069,30643287,0.11645060032606125
29892069,30742120,0.10879313200712204
29892065,29097493,0.1611555963754654
29892065,30742122,0.11795595288276672
29892065,31086347,0.11129327863454819
29892061,29892070,0.25523078441619873
29892061,30193108,0.10744351893663406
29867230,29301960,0.14535421133041382
29867230,29309059,0.10508311539888382
29867227,30388456,0.14845117926597595
29867227,29097493,0.12640023231506348
29808010,29336889,0.4557620584964752
29808010,30833748,0.1515645533800125
29808006,29942094,0.689128577709198
29808006,30082870,0.35297179222106934
29808006,29808010,0.20646116137504578
29808006,29686424,0.1488736867904663
29785028,29713085,0.21464167535305023
29785028,30361341,0.11488877981901169
29713085,29856956,0.2552329897880554
29686424,30478424,0.46568989753723145
29662203,30531922,0.2734127640724182
29662203,30220459,0.21188367903232574
29578538,29681456,0.24124787747859955
29529015,29942092,0.3427400290966034
29529015,29224780,0.30804362893104553
29529015,30643287,0.13892100751399994
29529015,29961579,0.13636115193367004
29529015,30038216,0.13237623870372772
29431745,29420293,0.18506556749343872
29431745,30127393,0.1310063749551773
29431745,29336888,0.12374740839004517
29431745,30833750,0.112948477268219
29431743,30420752,0.2681293189525604
29431743,30911134,0.20544497668743134
29431743,29988143,0.17519579827785492
29431743,30146162,0.12813639640808105
29431743,30510255,0.12082590907812119
29400710,29856949,0.3050467371940613
29400710,29713085,0.2756431996822357
29400710,29856956,0.20542240142822266
29334376,29625054,0.15761232376098633
29334371,31171879,0.19263046979904175
29334371,30388456,0.18667180836200714
29334371,31171876,0.16328459978103638
29334371,30742119,0.1319810003042221
29334371,30388455,0.1115560457110405
29334371,30833747,0.10769575089216232
29309059,29097493,0.32108932733535767
29309059,30742122,0.23057492077350616
29309059,30742119,0.21527238190174103
29309059,29302014,0.19572392106056213
29309059,29301960,0.1472688466310501
29309059,29505032,0.12225180864334106
29309058,30478421,0.13631056249141693
29309058,30150718,0.12204326689243317
29309058,30742119,0.10287303477525711
29227476,29988143,0.4188666045665741
29227476,30420752,0.2840089499950409
29227476,30510255,0.23304595053195953
29227476,30911134,0.1778651475906372
29227476,29431743,0.1586713343858719
29227476,29856956,0.140123650431633
29227476,30013198,0.13730408251285553
30498128,30150718,0.1113574206829071
30385465,29625053,0.1443071812391281
30385465,30510256,0.12965597212314606
30385465,29097493,0.10282566398382187
30337457,30013198,0.19284242391586304
30337457,29681456,0.16455335915088654
30287662,29681457,0.12984709441661835
30287662,30478421,0.12003277987241745
30287662,30082870,0.11953429132699966
30287662,30100187,0.11179715394973755
30287662,29309058,0.10532238334417343
30262472,30643287,0.12802362442016602
30190408,29625053,0.28461986780166626
30190408,29656895,0.23607796430587769
30190408,30643287,0.22750012576580048
30190408,29567713,0.21938538551330566
30190408,29576454,0.16837069392204285
30190408,29681457,0.14650540053844452
30190408,29656894,0.142106831073761
30190408,29309058,0.14196981489658356
30190408,29334376,0.1357734054327011
30190408,30385465,0.1262838989496231
30190408,30038216,0.11763099581003189
30190408,29567714,0.11486172676086426
30190408,30262472,0.10383791476488113
30166458,29400710,0.14494933187961578
30166458,31171879,0.1223495677113533
30093597,30842674,0.13482671976089478
30026228,29301960,0.24023200571537018
30026228,29656891,0.1861487627029419
30026228,29656894,0.14646977186203003
30026228,29656895,0.11333692818880081
29798856,29773669,0.18163494765758514
29798856,29302014,0.11830084025859833
29773669,30833748,0.2022043764591217
29773669,30262472,0.1023077741265297
29622725,30224758,0.3123094439506531
29567714,29567713,0.7017659544944763
29567714,30643287,0.4411219358444214
29567713,30643287,0.48040229082107544
29567708,29302014,0.12108869105577469
29567708,29625057,0.10210033506155014
29567707,29713085,0.3429009020328522
29567707,29856949,0.2934941053390503
29567707,29400710,0.2813020348548889
29567707,29856956,0.23988460004329681
29567705,29097494,0.23780499398708344
29567705,30388456,0.21306560933589935
29567705,30388455,0.21278178691864014
29567705,29301960,0.18950523436069489
29567705,29097493,0.18413417041301727
29567705,29301958,0.16319194436073303
29567705,30742122,0.14988194406032562
29567705,29309059,0.1361302137374878
29567705,30478424,0.1262633353471756
29567705,30833751,0.11128294467926025
29567705,30742119,0.10705766826868057
29567705,29625050,0.10367976129055023
29420293,29302014,0.10647131502628326
29302014,29097493,0.30741387605667114
29302014,30742119,0.14358647167682648
29302014,30510256,0.11760256439447403
29302014,29097494,0.11539723724126816
29301960,29097494,0.18333418667316437
29301960,30742119,0.14064563810825348
29301958,30478424,0.10046190768480301
29217585,29097493,0.29264119267463684
29217585,30297909,0.22258931398391724
29217585,30842677,0.21269772946834564
29217585,30842679,0.19560591876506805
29217585,30127394,0.17689310014247894
29217585,30245014,0.169295072555542
29217585,29309059,0.15044869482517242
29217585,29097494,0.13234390318393707
29217585,30388456,0.12577341496944427
29217585,30833750,0.12345901131629944
29217585,30127393,0.12322871387004852
29217585,30742122,0.11739464104175568
29217585,31171879,0.11127860844135284
29217585,30290139,0.10678447782993317
29217585,29625049,0.10594863444566727
29217585,29567705,0.10578293353319168
29217585,30911134,0.10283375531435013
29097494,29097493,0.13689100742340088
29097494,30742119,0.127239391207695
29097493,30742122,0.2219846248626709
29097493,30742119,0.15016543865203857
