source,target,weight
30388456,29097493,0.2969362437725067
30388456,30388455,0.29691553115844727
30388456,29097494,0.23169787228107452
30388456,29309059,0.1861685812473297
30388456,29302014,0.1859959065914154
30388456,30510256,0.17098543047904968
30388456,30833747,0.12617141008377075
30388456,30742119,0.1153964027762413
30388456,29301960,0.11246095597743988
30388456,30742122,0.10314307361841202
30388455,29097493,0.23968394100666046
30388455,29097494,0.17713752388954163
30388455,30510256,0.1472528576850891
30388455,29309059,0.14442011713981628
30388455,30833751,0.14061670005321503
30388455,29301960,0.13992097973823547
30388455,29302014,0.13936641812324524
30388455,30478424,0.1389257311820984
30388455,29301958,0.11719368398189545
30388455,30833750,0.10991591215133667
30343900,29567705,0.12890703976154327
30343900,29309059,0.11816040426492691
30343900,29097494,0.10686042904853821
30343900,30388455,0.10631690919399261
30340040,29798856,0.20193345844745636
30290139,30833750,0.25486162304878235
30290139,29097493,0.16565623879432678
30290139,29567705,0.1090029701590538
30245014,30510256,0.10988646745681763
30193111,31086347,0.15917223691940308
30193111,29309058,0.13862043619155884
30193111,30093597,0.13545216619968414
30193111,29681456,0.1312534660100937
30193111,29578538,0.10538296401500702
30193108,29625050,0.15180058777332306
30193108,30510250,0.1456611156463623
30193108,29625049,0.137213796377182
30193108,29567705,0.11050159484148026
30193108,30388455,0.10882797837257385
30100187,30478421,0.23777133226394653
30100187,29309058,0.21451981365680695
30096312,30013197,0.4366280138492584
30033370,30478421,0.3849684000015259
30033370,29909987,0.3832826614379883
30033370,29909985,0.3169517517089844
30033370,30033361,0.17416706681251526
30033370,30100187,0.1403379589319229
30033370,30033362,0.13711810111999512
30033370,29431743,0.13662807643413544
30033370,29681457,0.1221930980682373
30033370,29625054,0.10518248379230499
30033370,29309058,0.10302305221557617
30033362,30033361,0.43742725253105164
30033362,29909985,0.27209311723709106
30033362,30100187,0.21894150972366333
30033362,30478421,0.18913361430168152
30033362,29731168,0.14471828937530518
30033362,29681457,0.13769690692424774
30033362,29309058,0.13659098744392395
30033362,30361341,0.10966480523347855
30033362,29909987,0.10686904191970825
30033362,29625054,0.10451079905033112
30033361,29909985,0.36928749084472656
30033361,30100187,0.2895171046257019
30033361,30478421,0.23782622814178467
30033361,29309058,0.18493632972240448
30033361,29681457,0.1818167269229889
30033361,30287662,0.13311471045017242
30017245,30388455,0.14934401214122772
30017245,30388456,0.11301123350858688
29961579,30038216,0.29915887117385864
29961579,29224780,0.192336305975914
29961579,30643287,0.15685705840587616
29961579,30343900,0.14741994440555573
29961579,30833750,0.12897595763206482
29961579,29567714,0.12680651247501373
29961579,30833751,0.11816447973251343
29961579,30290139,0.11662203073501587
29961579,29567713,0.11440775543451309
29961579,29578538,0.10617616027593613
29958104,30936547,0.19004707038402557
29958104,31171880,0.13510186970233917
29958104,30498128,0.11439181119203568
29909987,30478421,0.5710209012031555
29909987,29625054,0.21071206033229828
29909987,30361341,0.14263226091861725
29909987,29576454,0.12817132472991943
29909987,29681457,0.1030997559428215
29909985,30478421,0.3821609914302826
29909985,30100187,0.34797319769859314
29909985,29681457,0.23110753297805786
29909985,29309058,0.20061634480953217
29909985,29909987,0.1457386463880539
29909985,30287662,0.12843388319015503
29856956,30510255,0.22558258473873138
29856949,29713085,0.310210645198822
29856949,29856956,0.18534667789936066
29754820,31011202,0.24033857882022858
29754820,29961579,0.11158327758312225
29754815,31171879,0.27112486958503723
29754815,31171876,0.17210078239440918
29754815,29334371,0.1701871156692505
29754815,30388456,0.15916399657726288
29754815,30388455,0.13390950858592987
29754815,29097493,0.12824326753616333
29754815,30510256,0.12536658346652985
29754815,30833747,0.12429621815681458
29754815,31171878,0.10446348786354065
29727668,30388456,0.13453605771064758
29727668,29681454,0.11099765449762344
29681457,30100187,0.17911884188652039
29681457,30478421,0.16151362657546997
29681457,29309058,0.13760286569595337
29681457,29656894,0.11844457685947418
29681457,30385465,0.11075717210769653
29677504,29301960,0.30722424387931824
29677504,29656891,0.26208731532096863
29677504,29656895,0.25903022289276123
29677504,29656894,0.21666626632213593
29677504,30190408,0.14611515402793884
29677504,30026228,0.1260521411895752
29656895,29656891,0.28873518109321594
29656895,29301960,0.2670992910861969
29656895,29309058,0.1319040209054947
29656895,29567713,0.12747211754322052
29656895,30643287,0.12233054637908936
29656895,29567714,0.10958950966596603
29656894,29656895,0.36529263854026794
29656894,29656891,0.3504489064216614
29656894,29301960,0.32640060782432556
29656894,29625053,0.18461008369922638
29656894,29625050,0.10169539600610733
29656892,29567705,0.17953424155712128
29656892,30297909,0.15931293368339539
29656892,30833748,0.12798362970352173
29656892,29097493,0.12526918947696686
29656892,30388456,0.11827714741230011
29656892,30388455,0.118063785135746
29656891,29301960,0.4321425259113312
29656891,29309058,0.1310827136039734
29625059,30361341,0.18250322341918945
29625057,30742119,0.11822159588336945
29625055,29625049,0.3423142433166504
29625055,30361341,0.317617803812027
29625055,29625059,0.27428552508354187
29625055,29625050,0.22212935984134674
29625055,29625048,0.2016112059354782
29625054,30361341,0.25665396451950073
29625054,30146162,0.14522548019886017
29625054,29625048,0.12060283869504929
29625053,29625049,0.2892228364944458
29625053,29625055,0.11609766632318497
29625053,29625050,0.10971838235855103
29625053,30361341,0.105870321393013
29625053,29625059,0.10153002291917801
29625053,29567708,0.10098499804735184
29625052,30361341,0.10007841140031815
29625050,30361341,0.17629437148571014
29625050,29625059,0.15770575404167175
29625050,30742119,0.1291077435016632
29625050,29309058,0.11969505250453949
29625049,30361341,0.2635119557380676
29625049,29625059,0.23853017389774323
29625049,29625050,0.23415035009384155
29625048,29625049,0.18066559731960297
29625048,29625059,0.1646386981010437
29625048,29625050,0.14622072875499725
29625048,30361341,0.14420033991336823
29625045,29625055,0.5468287467956543
29625045,29625049,0.41536492109298706
29625045,30361341,0.3531349301338196
29625045,29625059,0.300324946641922
29625045,29625050,0.24326565861701965
29625045,29625048,0.1924057900905609
29625045,29625053,0.13122953474521637
29576454,29625053,0.28539037704467773
29576454,29625048,0.15699371695518494
29576454,29656894,0.1432538479566574
29576454,29625049,0.1280939280986786
29576454,29625050,0.1047479510307312
29576454,30349086,0.10255273431539536
29576454,30017245,0.10175705701112747
29429633,30962585,0.24468770623207092
29429633,29275861,0.1304609328508377
29395328,29529015,0.1903889775276184
29373830,29336889,0.5107999444007874
29373830,29808010,0.28321993350982666
29373830,30833748,0.15526941418647766
29336889,30833748,0.22587895393371582
29336888,29097493,0.12377414107322693
29336888,30127393,0.11380837857723236
29336888,29567705,0.11008477956056595
29336888,30388456,0.10409297049045563
29224780,30038216,0.18244896829128265
29224780,30643287,0.15473170578479767
29224780,29625057,0.12206149846315384
29224780,29867227,0.10943350195884705
31171879,31171876,0.33508118987083435
31171879,31171878,0.26017695665359497
31171879,29097493,0.21325090527534485
31171879,30388456,0.17194044589996338
31171879,30833747,0.16566357016563416
31171879,30742119,0.16067790985107422
31171879,29309059,0.12778957188129425
31171879,30742122,0.1112101748585701
31171879,30017245,0.10039597749710083
31171878,31171876,0.20419929921627045
31171878,29097493,0.12667281925678253
31171878,29309059,0.10451221466064453
31171876,29097494,0.17652812600135803
31171876,30388456,0.16818109154701233
31171876,30388455,0.16401825845241547
31171876,30833751,0.16095192730426788
31171876,29097493,0.14127583801746368
31171876,30833747,0.13822293281555176
31171876,29567705,0.12612676620483398
31171876,29301960,0.11083929985761642
31171876,30742119,0.10692328214645386
31171876,30510256,0.10207676887512207
31086347,29681456,0.371971994638443
31086347,29578538,0.30165785551071167
31086347,30742122,0.1945343017578125
31086347,29097493,0.18399006128311157
31086347,30297909,0.1206739991903305
31011208,30245014,0.26493123173713684
31011208,30127393,0.19831840693950653
31011208,30842677,0.15020427107810974
31011208,30742119,0.12320005893707275
31011208,30510250,0.10470755398273468
31011207,29713085,0.4747433364391327
31011207,29567707,0.34628891944885254
31011207,29856949,0.304699182510376
31011207,29400710,0.30243515968322754
31011207,29856956,0.22967496514320374
31011206,30842676,0.15868814289569855
31011206,29336888,0.12842833995819092
31011206,30127393,0.1127219945192337
31011205,29727668,0.14963839948177338
31011205,29867230,0.11616527289152145
31011205,29309058,0.10208337754011154
31011205,30742119,0.10065612941980362
31011205,29309059,0.10042456537485123
31011202,29224780,0.12363244593143463
30962585,29522737,0.156482994556427
30936548,31171880,0.11892673373222351
30936547,30936548,0.25897276401519775
30936547,29567708,0.13270032405853271
30936547,31171880,0.12303093820810318
30911134,30510255,0.21861201524734497
30911134,29505032,0.17704008519649506
30911134,29856956,0.12988634407520294
30911134,30146162,0.10523851215839386
30842679,29567708,0.17839732766151428
30842677,30297909,0.399349570274353
30842677,30127394,0.37620237469673157
30842677,29567705,0.34001466631889343
30842677,30388456,0.27279600501060486
30842677,29097494,0.25935766100883484
30842677,29301960,0.2483290433883667
30842677,30127393,0.240155428647995
30842677,30388455,0.21155062317848206
30842677,30742119,0.15059907734394073
30842677,29309059,0.14718759059906006
30842677,29097493,0.14383690059185028
30842677,30742122,0.13395561277866364
30842677,29656892,0.13376054167747498
30842677,30478424,0.11977499723434448
30842677,30374200,0.11593058705329895
30842677,29301958,0.1145961806178093
30842677,30343900,0.10493868589401245
30842677,29867230,0.10250969231128693
30842676,29567707,0.14898346364498138
30842674,29656891,0.13843438029289246
30842674,29625049,0.12112472951412201
30833751,29097493,0.12347137182950974
30833751,30742122,0.10179748386144638
30833750,29097493,0.1537695676088333
30833750,30742122,0.11704061180353165
30833747,29097493,0.1256302446126938
30742122,30150718,0.12202100455760956
30742120,30742122,0.2471511960029602
30742120,30150718,0.18777106702327728
30742119,30742122,0.1966458112001419
30742119,30742120,0.1455051749944687
30742119,30150718,0.1226455420255661
30523328,30017245,0.12788125872612
30531922,30220459,0.17913581430912018
30531922,29625050,0.1252714842557907
30510256,29097493,0.18707801401615143
30510256,30833747,0.13778018951416016
30478424,29097494,0.10087914764881134
30455436,30742119,0.13713037967681885
30420752,30510255,0.5084169507026672
30420752,29988143,0.3339974582195282
30420752,30911134,0.2976485788822174
30420752,29856956,0.25167131423950195
30420752,30146162,0.21504265069961548
30420752,30013198,0.1494390219449997
30420752,29505032,0.1062048077583313
30401867,30297909,0.36201679706573486
30401867,30742122,0.20181140303611755
30401867,29567713,0.15959179401397705
30401867,30127394,0.15057122707366943
30401867,29567714,0.14998090267181396
30401867,31086347,0.14918404817581177
30401867,30388456,0.13571929931640625
30401867,29097493,0.13391827046871185
30401867,30643287,0.12124313414096832
30401867,30842677,0.11984297633171082
30401867,30742120,0.10841697454452515
30401867,30842679,0.101281076669693
30397353,29656892,0.2771366536617279
30397353,30297911,0.23943960666656494
30397353,30510256,0.17099587619304657
30397353,29567705,0.16472437977790833
30397353,29097493,0.14360596239566803
30397353,30388456,0.1356896162033081
30397353,29309059,0.11894159018993378
30397353,30297909,0.11004053056240082
30397353,30127394,0.1016516387462616
30397353,30388455,0.10139089077711105
30374200,30833751,0.13822270929813385
30374200,29097494,0.11158914119005203
30374200,30388455,0.10722507536411285
30374200,30388456,0.1048869639635086
30374200,29097493,0.10428600758314133
30349086,30742122,0.14287102222442627
30349086,29625053,0.14027093350887299
30349086,30150718,0.12025175988674164
30349086,31171876,0.11641710251569748
30349086,29625057,0.10487477481365204
30297911,29309059,0.26647666096687317
30297911,30510256,0.16610939800739288
30297911,29302014,0.14999301731586456
30297911,30742119,0.14968925714492798
30297911,29097493,0.14786499738693237
30297911,30388456,0.1430509388446808
30297911,30297909,0.12184245884418488
30297911,30833747,0.11025835573673248
30297909,30388456,0.3739892542362213
30297909,29097493,0.22565802931785583
30297909,29567705,0.21819594502449036
30297909,29097494,0.21696032583713531
30297909,30388455,0.1904539167881012
30297909,30742122,0.18180494010448456
30297909,29309059,0.1623559445142746
30297909,29867227,0.14494472742080688
30297909,30510256,0.1280069351196289
30297909,29301960,0.12040473520755768
30297909,31171879,0.11692944914102554
30297909,31171876,0.11603082716464996
30275569,30275568,0.16469784080982208
30275569,29713085,0.15493649244308472
30275569,29625052,0.1240895539522171
30275569,29309058,0.10704854875802994
30275568,29713085,0.29189053177833557
30275568,29567707,0.19077038764953613
30275568,31011207,0.17945684492588043
30275568,29400710,0.1283421665430069
30224758,29625054,0.14800947904586792
30224756,30349086,0.3412543535232544
30224756,30742122,0.15319451689720154
30127394,30297909,0.46014153957366943
30127394,30388456,0.34175771474838257
30127394,29567705,0.28296586871147156
